702	20001	250	20002	250
703	20004	250	20003	250

#FLOATER
800	30001	50
801	30004	50
802	30002	50
803	30003	50

#DOME
900	40013	100	40014	100
901	40015	100	40016	100
902	40009	100	40010	100
903	40005	100	40006	100
904	40011	100	40012	100
905	40007	100	40008	100
906	40003	100	40004	100
907	40001	100	40002	100
908	40009	100
909	40012	100
910	40015	100
911	40004	100

#JUMPER
1000	50001	100	50002	100
1001	50005	100	50006	100
1002	50003	50
1003	50004	50



#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
#SOPHIA
<<<<<<< HEAD
100	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	500	501	502	503	504	505	506	507	601	602	603	604	605	606	607	608	609	610	611	612	613	614	615	616

=======
100	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	500	501	502	503	504	505	506	507	508	509	601	602	603	604	605	606	607	608	609	610	611	612	613	614	615	616	617	618	619	620
>>>>>>> 90e101a81467b6771e13bc155e3c85f38afb3894
#WORM
200	700	701	702	703

#FLOATER
300 800	801	802	803

#DOME
400	900	901	902	903	904	905	906	907	908	909	910	911

#JUMPER
500	1000	1001	1002	1003

[OBJECTS]
# type	x		y		ani_set_id	extra_settings per object type
# type: 0 = Sophia , 1 = Wall, 2 = Enemy, 3 = Worm, 4 = Floater, 5 = Dome, 6 = Jumper, 7 = Insect
0	1104	896	100
#WALL
1	1024	864	0	320	16
1	1072	992	0	32	32
1	1136	992	0	32	48
1	1200	992	0	32	32
1	1264	992	0	32	80
1	1328	992	0	32	48
1	1392	992	0	32	32
1	1456	992	0	32	32
1	1520	992	0	32	48
1	1584	992	0	32	32
1	1648	992	0	32	80
1	1712	992	0	32	32
1	1776	992	0	32	32
1	1840	992	0	32	48
1	1904	992	0	32	80
1	1968	992	0	80	96
1	2000	896	0	48	48
1	1024	992	0	32	128
1	1024	1024	0	1024	32
1	1408	864	0	128	16
1	1600	864	0	128	16
1	1792	864	0	256	16
1	1296	848	0	16	48
1	1024	800	0	1024	64
1	1424	848	0	16	48
1	1488	848	0	16	48
1	1616	848	0	16	48
1	1680	848	0	16	48
1	1808	848	0	16	48
1	1872	848	0	16	48
1	1936	848	0	16	48
1	2000	848	0	16	48
1	1232	848	0	16	48
1	1168	848	0	16	48
1	1104	848	0	16	48
1	1040	848	0	16	48
1	1024	736	0	800	32

#ENEMY
3	1188	1000	200
4	1500	896	300
5	1210	910	400
6	1218	896	500


# --- SCENE PORTAL ---- 
# type	l		t		ani_set_id	r		b		scene_id
#50	300	98	0	316	150	2
[MAP]
# filepath	textureid
Map\map2.txt	30
